,heatingType,newlyConst,balcony,pricetrend,yearConstructed,hasKitchen,cellar,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,thermalChar,floor,garden,city,SizePerRoom
247103,unknown,False,False,0.0,1910.0,False,True,47.9,well_kept,normal,negotiable,True,unknown,9113,2.0,87.0,3.0,False,Chemnitz,23.95
154972,central_heating,False,False,2.05,1968.0,False,True,27.03,unknown,unknown,unknown,False,apartment,1307,1.0,94.0,4.0,False,Dresden,27.03
139612,unknown,False,True,3.85,1979.0,False,True,51.96,fully_renovated,unknown,unknown,False,apartment,4207,2.0,83.0,4.0,False,Leipzig,25.98
233554,district_heating,False,True,2.44,1958.0,False,False,48.0,fully_renovated,unknown,unknown,True,unknown,46047,2.0,124.85,4.0,False,Oberhausen,24.0
185692,central_heating,False,True,4.18,1957.0,False,True,61.65,unknown,unknown,unknown,False,apartment,44339,3.5,137.0,3.0,False,Dortmund,17.614285714285714
248760,district_heating,False,False,0.0,1970.0,True,False,55.41,mint_condition,unknown,unknown,True,apartment,6844,3.0,100.5,14.0,False,Dessau_Roßlau,18.47
245819,central_heating,False,True,0.0,1904.0,False,True,93.0,fully_renovated,normal,negotiable,False,apartment,9112,3.0,69.0,1.0,True,Chemnitz,31.0
264465,central_heating,False,False,4.95,1974.0,True,True,73.0,well_kept,unknown,no,False,roof_storey,48329,2.0,136.8,2.0,True,Coesfeld_Kreis,36.5
98466,central_heating,False,True,3.33,1993.0,False,True,43.0,well_kept,normal,negotiable,False,roof_storey,39175,1.0,74.99,3.0,False,Jerichower_Land_Kreis,43.0
94392,district_heating,False,False,0.72,1911.0,True,True,43.0,well_kept,unknown,negotiable,False,unknown,9112,1.0,87.7,1.0,True,Chemnitz,43.0
36642,central_heating,True,True,3.68,2019.0,False,True,52.47,first_time_use,normal,unknown,True,apartment,15344,2.0,45.0,1.0,False,Märkisch_Oderland_Kreis,26.235
126040,central_heating,False,True,9.64,1940.0,False,True,69.33,unknown,unknown,unknown,False,apartment,10315,3.0,202.0,1.0,False,Berlin,23.11
251924,central_heating,False,True,3.7,1979.0,False,True,89.0,well_kept,unknown,no,False,raised_ground_floor,21335,3.0,147.3,0.0,False,Lüneburg_Kreis,29.666666666666668
71261,central_heating,False,False,3.03,1929.0,False,True,78.71,well_kept,normal,negotiable,False,apartment,45145,3.0,85.0,3.0,False,Essen,26.236666666666665
260412,central_heating,False,False,4.69,1941.0,False,True,43.8,refurbished,normal,negotiable,False,other,4178,2.0,130.9,1.0,True,Leipzig,21.9
189035,central_heating,False,False,4.3,1983.0,True,False,20.0,well_kept,normal,unknown,True,ground_floor,52072,1.0,166.0,0.0,False,Aachen,20.0
246187,central_heating,False,False,3.88,1900.0,True,True,61.0,fully_renovated,sophisticated,unknown,True,apartment,25879,2.5,161.0,1.0,True,Schleswig_Flensburg_Kreis,24.4
244984,district_heating,True,True,5.19,2019.0,True,False,73.29,first_time_use,luxury,unknown,True,apartment,70173,3.0,62.0,2.0,False,Stuttgart,24.430000000000003
217698,central_heating,False,True,1.42,2006.0,False,True,35.0,well_kept,normal,unknown,False,unknown,4680,1.0,75.0,1.0,False,Leipzig_Kreis,35.0
238377,floor_heating,False,True,6.22,2015.0,True,True,81.1,well_kept,sophisticated,negotiable,False,ground_floor,12487,2.5,67.0,0.0,False,Berlin,32.44
92813,district_heating,False,False,5.73,1995.0,True,True,68.37,well_kept,sophisticated,unknown,False,roof_storey,81369,2.0,95.0,4.0,False,München,34.185
16945,central_heating,False,False,1.67,1902.0,False,False,41.04,well_kept,unknown,negotiable,False,apartment,39124,1.0,63.8,2.0,False,Magdeburg,41.04
65041,floor_heating,True,False,2.99,2018.0,False,False,91.0,first_time_use,unknown,unknown,True,apartment,47803,3.0,31.6,1.0,False,Krefeld,30.333333333333332
186477,central_heating,False,True,4.55,1910.0,False,False,44.0,unknown,normal,unknown,False,apartment,47798,1.0,201.0,1.0,False,Krefeld,44.0
91985,district_heating,False,False,3.68,1930.0,True,False,47.0,well_kept,normal,no,False,apartment,4229,1.0,59.0,2.0,False,Leipzig,47.0
14679,central_heating,False,True,1.67,1996.0,False,True,51.0,well_kept,normal,no,False,ground_floor,39291,2.0,93.0,0.0,False,Jerichower_Land_Kreis,25.5
67067,self_contained_central_heating,False,False,3.13,1953.0,True,True,48.0,unknown,normal,unknown,False,raised_ground_floor,52428,2.0,245.0,0.0,False,Düren_Kreis,24.0
256626,unknown,False,False,0.0,1972.0,False,False,71.06,unknown,unknown,unknown,False,unknown,6886,4.0,83.4,5.0,False,Wittenberg_Kreis,17.765
51874,central_heating,False,True,0.0,1979.0,False,False,76.0,well_kept,unknown,no,False,apartment,37213,3.0,141.4,2.0,False,Werra_Meißner_Kreis,25.333333333333332
93907,central_heating,False,False,2.17,1996.0,True,True,38.0,well_kept,normal,negotiable,True,other,9130,1.0,122.0,2.0,True,Chemnitz,38.0
138031,self_contained_central_heating,False,True,4.7,1974.0,False,True,78.0,refurbished,sophisticated,unknown,False,apartment,68723,3.0,130.0,3.0,False,Rhein_Neckar_Kreis,26.0
52937,gas_heating,False,True,2.9,1976.0,False,True,84.81,fully_renovated,normal,negotiable,True,apartment,46049,4.0,168.0,4.0,False,Oberhausen,21.2025
235680,district_heating,False,True,-0.16,1977.0,False,True,33.53,refurbished,normal,negotiable,False,apartment,99817,1.0,128.0,3.0,False,Eisenach,33.53
76118,floor_heating,False,True,0.19,1902.0,False,True,78.71,unknown,unknown,unknown,False,unknown,9113,3.0,66.0,2.0,False,Chemnitz,26.236666666666665
234136,floor_heating,False,False,1.69,1997.0,True,True,23.73,fully_renovated,normal,negotiable,False,unknown,39116,1.0,109.0,0.0,False,Magdeburg,23.73
67979,central_heating,False,False,0.0,1921.0,True,True,53.0,refurbished,unknown,unknown,False,unknown,9557,2.0,128.0,2.0,False,Mittelsachsen_Kreis,26.5
226553,central_heating,False,False,1.9,1986.0,True,False,30.92,unknown,unknown,unknown,True,apartment,1069,1.0,76.0,4.0,False,Dresden,30.92
179429,central_heating,False,False,2.62,1950.0,False,False,60.0,well_kept,unknown,no,False,apartment,34127,3.0,188.5,1.0,False,Kassel,20.0
78172,central_heating,False,True,2.35,2004.0,False,True,85.0,well_kept,normal,no,True,apartment,52064,3.0,137.0,2.0,False,Aachen,28.333333333333332
57205,central_heating,False,True,3.01,1972.0,False,True,61.04,refurbished,unknown,unknown,False,unknown,19057,3.0,84.0,1.0,False,Schwerin,20.346666666666668
175640,central_heating,False,False,1.3,1930.0,True,True,36.25,unknown,unknown,unknown,False,unknown,6766,2.0,235.0,1.0,False,Anhalt_Bitterfeld_Kreis,18.125
221469,central_heating,False,False,3.48,1925.0,False,True,83.1,unknown,unknown,unknown,False,apartment,18057,3.0,99.0,1.0,False,Rostock,27.7
99380,central_heating,False,True,3.35,2003.0,False,True,72.88,well_kept,sophisticated,no,False,apartment,41063,3.0,124.0,1.0,False,Mönchengladbach,24.293333333333333
137235,central_heating,False,False,1.49,1914.0,False,True,41.5,unknown,normal,unknown,False,unknown,4600,2.0,125.0,0.0,False,Altenburger_Land_Kreis,20.75
55355,central_heating,False,True,5.39,1972.0,True,True,55.0,well_kept,normal,no,True,other,81373,2.0,126.36,2.0,False,München,27.5
105735,central_heating,False,True,4.15,1900.0,False,False,58.0,well_kept,normal,negotiable,False,apartment,4177,2.0,130.6,2.0,True,Leipzig,29.0
62443,district_heating,False,False,1.55,1980.0,False,True,62.0,refurbished,unknown,negotiable,False,apartment,2763,2.0,76.0,1.0,False,Görlitz_Kreis,31.0
131417,central_heating,False,False,0.0,1950.0,False,False,83.79,refurbished,normal,negotiable,False,apartment,8451,4.0,147.0,1.0,False,Zwickau_Kreis,20.9475
69034,central_heating,False,True,3.28,1920.0,True,False,33.4,refurbished,normal,negotiable,False,unknown,39104,1.0,129.0,3.0,False,Magdeburg,33.4
34882,district_heating,False,True,1.75,1982.0,False,False,43.4,fully_renovated,normal,negotiable,False,other,2625,2.0,100.0,3.0,False,Bautzen_Kreis,21.7
229916,district_heating,False,True,7.0,1997.0,True,True,53.02,modernized,unknown,unknown,False,apartment,12627,2.0,133.0,3.0,False,Berlin,26.51
221316,central_heating,False,True,2.74,1998.0,True,True,65.0,mint_condition,sophisticated,yes,False,terraced_flat,41542,2.0,87.3,0.0,False,Neuss_Rhein_Kreis,32.5
140442,unknown,False,True,3.3,1956.0,True,False,30.0,well_kept,normal,no,False,ground_floor,44575,1.0,110.0,0.0,False,Recklinghausen_Kreis,30.0
238474,central_heating,False,True,2.63,1962.0,False,True,63.58,unknown,unknown,unknown,False,apartment,44623,3.0,129.0,1.0,False,Herne,21.19333333333333
147702,central_heating,False,True,3.39,1994.0,True,False,61.06,well_kept,normal,negotiable,False,apartment,39112,2.5,106.0,1.0,False,Magdeburg,24.424
86831,central_heating,False,True,2.34,1986.0,False,True,75.0,well_kept,normal,unknown,False,roof_storey,47533,2.5,160.0,2.0,False,Kleve_Kreis,30.0
87115,central_heating,False,True,7.38,2008.0,True,True,113.4,unknown,unknown,negotiable,True,ground_floor,81479,4.0,68.8,0.0,True,München,28.35
36801,central_heating,False,False,0.0,1910.0,False,False,70.6,fully_renovated,normal,unknown,False,roof_storey,8056,3.0,116.0,3.0,False,Zwickau,23.53333333333333
110185,district_heating,True,True,4.77,2018.0,False,True,118.0,first_time_use,sophisticated,no,True,apartment,73540,4.0,53.0,2.0,False,Ostalbkreis,29.5
117482,district_heating,True,True,7.98,2017.0,True,True,80.0,mint_condition,sophisticated,no,False,apartment,80807,3.0,38.0,1.0,False,München,26.666666666666668
18811,central_heating,False,False,5.68,1966.0,True,True,93.7,well_kept,normal,negotiable,False,ground_floor,25840,5.0,145.2,0.0,True,Nordfriesland_Kreis,18.740000000000002
261937,district_heating,False,True,7.95,1954.0,False,True,81.6,first_time_use_after_refurbishment,unknown,unknown,True,apartment,81549,2.0,92.0,2.0,False,München,40.8
78375,central_heating,False,True,3.85,1977.0,False,True,53.85,fully_renovated,normal,yes,False,unknown,6128,3.0,194.9,0.0,False,Halle_Saale,17.95
257380,district_heating,False,True,6.17,2016.0,True,True,135.6,first_time_use,sophisticated,negotiable,False,maisonette,4103,3.0,14.0,2.0,False,Leipzig,45.199999999999996
64249,central_heating,False,False,5.53,1952.0,True,False,23.62,well_kept,sophisticated,unknown,False,apartment,22177,1.0,140.5,2.0,False,Hamburg,23.62
79435,unknown,False,False,2.9,1956.0,False,True,55.04,unknown,unknown,unknown,False,ground_floor,45768,3.5,70.0,0.0,False,Recklinghausen_Kreis,15.725714285714286
64831,unknown,False,False,6.81,2018.0,True,False,49.0,mint_condition,sophisticated,no,False,ground_floor,74366,2.5,85.0,1.0,True,Ludwigsburg_Kreis,19.6
236038,central_heating,False,False,1.69,1961.0,False,True,50.0,modernized,normal,negotiable,False,apartment,45768,2.5,127.5,2.0,False,Recklinghausen_Kreis,20.0
231950,oil_heating,False,True,4.62,1989.0,True,False,43.0,well_kept,normal,no,False,roof_storey,89250,1.5,105.2,3.0,False,Neu_Ulm_Kreis,28.666666666666668
34255,central_heating,False,False,0.0,1986.0,False,True,60.14,refurbished,normal,negotiable,True,apartment,3149,2.0,124.4,3.0,False,Spree_Neiße_Kreis,30.07
267763,unknown,False,True,1.67,1988.0,False,True,62.28,unknown,unknown,negotiable,False,ground_floor,3044,3.0,113.8,1.0,True,Cottbus,20.76
12456,central_heating,False,True,3.45,1996.0,False,True,85.0,well_kept,normal,negotiable,False,roof_storey,45739,3.0,88.7,3.0,False,Recklinghausen_Kreis,28.333333333333332
113624,unknown,False,True,2.4,1995.0,True,True,84.0,mint_condition,unknown,unknown,False,apartment,33415,3.0,94.0,1.0,False,Gütersloh_Kreis,28.0
71606,central_heating,False,True,0.0,1900.0,False,True,58.0,refurbished,normal,negotiable,False,unknown,9112,2.0,94.0,1.0,True,Chemnitz,29.0
9796,unknown,False,True,5.8,2017.0,True,False,155.95,mint_condition,sophisticated,unknown,False,maisonette,31303,4.0,62.9,1.0,False,Hannover_Kreis,38.9875
135726,central_heating,False,True,3.65,1982.0,False,False,70.44,refurbished,unknown,negotiable,False,apartment,4205,3.0,118.3,1.0,False,Leipzig,23.48
48453,central_heating,False,False,2.57,1968.0,False,True,70.0,well_kept,normal,no,False,roof_storey,46049,3.5,102.0,2.0,False,Oberhausen,20.0
176278,central_heating,False,True,3.85,1975.0,False,True,60.64,fully_renovated,normal,yes,False,unknown,6128,3.0,185.0,4.0,False,Halle_Saale,20.213333333333335
131078,combined_heat_and_power_plant,False,True,2.82,1928.0,False,True,67.65,refurbished,normal,negotiable,False,ground_floor,1139,3.0,105.0,0.0,False,Dresden,22.55
134522,central_heating,False,False,2.03,1910.0,False,True,44.64,well_kept,unknown,unknown,False,apartment,7548,2.0,137.3,1.0,False,Gera,22.32
75779,central_heating,False,False,2.73,1985.0,False,False,115.37,mint_condition,normal,unknown,True,roof_storey,45896,4.0,40.97,2.0,False,Gelsenkirchen,28.8425
9806,central_heating,False,True,0.0,1956.0,True,True,63.26,well_kept,normal,negotiable,False,apartment,9126,3.0,65.7,2.0,False,Chemnitz,21.086666666666666
43962,central_heating,False,True,2.86,1950.0,False,True,49.56,modernized,normal,unknown,False,ground_floor,1139,2.0,82.8,0.0,True,Dresden,24.78
60784,central_heating,False,False,5.63,1997.0,True,False,112.96,unknown,unknown,unknown,False,maisonette,14612,5.0,85.0,2.0,False,Havelland_Kreis,22.592
189061,central_heating,False,False,3.82,1920.0,True,True,32.0,well_kept,unknown,unknown,False,unknown,56203,1.0,146.9,1.0,False,Westerwaldkreis,32.0
44716,gas_heating,False,True,0.83,1930.0,False,True,42.5,unknown,unknown,unknown,False,ground_floor,39122,2.0,111.0,0.0,False,Magdeburg,21.25
112052,floor_heating,False,True,4.53,2014.0,True,False,134.64,mint_condition,sophisticated,negotiable,True,apartment,23730,5.0,49.0,2.0,False,Ostholstein_Kreis,26.927999999999997
162115,self_contained_central_heating,False,True,1.31,1956.0,False,True,62.0,well_kept,unknown,negotiable,False,apartment,38226,3.0,138.6,4.0,False,Salzgitter,20.666666666666668
57768,central_heating,False,False,1.82,1915.0,False,True,63.0,refurbished,sophisticated,negotiable,False,raised_ground_floor,9366,3.0,96.2,0.0,False,Erzgebirgskreis,21.0
97779,central_heating,False,True,0.0,2000.0,False,True,66.95,well_kept,normal,unknown,False,apartment,9130,3.0,99.7,3.0,False,Chemnitz,22.316666666666666
25212,combined_heat_and_power_plant,False,False,3.5,1910.0,True,True,83.0,refurbished,normal,no,False,roof_storey,8645,3.0,75.0,1.0,True,Vogtlandkreis,27.666666666666668
221969,central_heating,False,True,3.96,1890.0,False,True,42.0,first_time_use,unknown,unknown,False,unknown,99086,1.0,85.9,1.0,False,Erfurt,42.0
246533,unknown,False,True,4.58,1964.0,False,True,64.78,unknown,unknown,unknown,False,ground_floor,44807,3.5,175.0,0.0,False,Bochum,18.50857142857143
235813,floor_heating,True,True,3.49,2019.0,False,False,105.0,first_time_use,sophisticated,no,False,ground_floor,65582,4.0,20.98,0.0,True,Rhein_Lahn_Kreis,26.25
258804,central_heating,False,True,1.54,2011.0,False,True,59.54,well_kept,sophisticated,negotiable,True,apartment,1277,2.0,53.0,1.0,False,Dresden,29.77
234544,district_heating,False,True,1.64,2000.0,False,True,57.26,modernized,normal,negotiable,True,apartment,1809,2.0,64.0,1.0,False,Sächsische_Schweiz_Osterzgebirge_Kreis,28.63
154496,central_heating,False,True,8.75,1954.0,True,True,52.0,unknown,sophisticated,negotiable,False,raised_ground_floor,13585,2.0,123.6,1.0,False,Berlin,26.0
220317,district_heating,False,False,3.62,1995.0,True,True,39.21,mint_condition,unknown,unknown,True,apartment,4209,2.0,119.0,3.0,False,Leipzig,19.605
188270,gas_heating,False,True,2.8,2017.0,False,True,115.0,mint_condition,sophisticated,no,False,terraced_flat,64407,4.0,33.6,1.0,True,Odenwaldkreis,28.75
143981,central_heating,False,True,4.02,1984.0,False,False,78.0,well_kept,normal,negotiable,True,apartment,69221,2.0,94.8,3.0,False,Rhein_Neckar_Kreis,39.0
119006,unknown,False,True,0.2,1894.0,False,True,64.61,unknown,normal,unknown,False,apartment,9131,3.0,87.0,3.0,True,Chemnitz,21.536666666666665
26659,central_heating,False,False,0.92,1974.0,False,False,69.8,refurbished,normal,unknown,True,apartment,6122,4.0,168.9,2.0,False,Halle_Saale,17.45
222922,central_heating,False,True,3.2,1990.0,False,False,137.42,well_kept,unknown,negotiable,True,maisonette,77694,4.5,141.7,5.0,False,Ortenaukreis,30.537777777777777
90946,district_heating,False,True,3.44,2017.0,True,True,71.06,first_time_use,unknown,unknown,True,unknown,27568,2.0,77.0,4.0,False,Bremerhaven,35.53
213118,floor_heating,False,True,3.33,1996.0,False,True,68.0,well_kept,sophisticated,no,False,roof_storey,58239,2.0,77.04,2.0,False,Unna_Kreis,34.0
14638,central_heating,False,False,1.32,1969.0,False,False,35.5,fully_renovated,unknown,unknown,True,apartment,6124,1.0,65.0,7.0,False,Halle_Saale,35.5
221993,floor_heating,False,True,4.83,2015.0,True,True,130.0,unknown,sophisticated,unknown,True,maisonette,63329,4.0,53.0,1.0,False,Offenbach_Kreis,32.5
155864,gas_heating,False,True,3.13,1900.0,False,True,65.0,refurbished,normal,negotiable,False,unknown,1640,2.0,81.0,1.0,False,Meißen_Kreis,32.5
165360,district_heating,False,True,0.93,1968.0,False,True,48.7,refurbished,normal,unknown,False,apartment,1796,2.0,78.0,3.0,False,Sächsische_Schweiz_Osterzgebirge_Kreis,24.35
137437,unknown,False,True,5.88,1955.0,False,False,80.0,unknown,unknown,unknown,False,unknown,80637,3.0,170.0,4.0,False,München,26.666666666666668
251591,unknown,False,True,1.45,1978.0,False,False,65.72,unknown,unknown,unknown,False,apartment,30179,2.0,141.0,2.0,False,Hannover,32.86
38645,central_heating,False,False,5.8,1915.0,False,False,50.0,well_kept,normal,unknown,False,apartment,4157,2.0,116.0,4.0,True,Leipzig,25.0
11443,central_heating,False,True,3.16,1975.0,False,True,60.0,well_kept,sophisticated,unknown,True,apartment,47800,2.0,190.0,3.0,False,Krefeld,30.0
201988,unknown,False,True,3.41,1958.0,False,True,65.14,need_of_renovation,unknown,unknown,False,apartment,45896,3.5,162.0,2.0,False,Gelsenkirchen,18.611428571428572
94073,central_heating,True,True,2.84,2018.0,False,True,84.0,first_time_use,sophisticated,no,True,ground_floor,33378,3.0,15.31,0.0,False,Gütersloh_Kreis,28.0
128391,central_heating,False,True,2.65,1935.0,True,True,55.17,well_kept,normal,yes,False,apartment,7546,2.0,103.2,2.0,True,Gera,27.585
99635,central_heating,False,False,2.47,1920.0,False,True,90.34,fully_renovated,unknown,unknown,False,ground_floor,1159,3.0,94.0,-1.0,False,Dresden,30.113333333333333
34302,central_heating,False,True,4.18,1976.0,False,True,61.52,unknown,unknown,unknown,True,apartment,44801,2.5,65.0,4.0,False,Bochum,24.608
83286,floor_heating,True,True,5.91,2018.0,False,True,130.77,first_time_use,sophisticated,no,True,penthouse,86368,4.0,52.0,3.0,False,Augsburg_Kreis,32.6925
72947,central_heating,False,True,0.0,1961.0,False,True,58.58,refurbished,unknown,unknown,False,apartment,1616,3.0,141.1,2.0,False,Meißen_Kreis,19.526666666666667
92242,central_heating,False,True,0.74,1995.0,False,True,40.0,unknown,normal,unknown,False,apartment,1589,2.0,95.0,1.0,False,Meißen_Kreis,20.0
159968,central_heating,False,True,4.33,1912.0,False,False,77.84,well_kept,unknown,unknown,False,apartment,4317,3.0,115.0,3.0,True,Leipzig,25.94666666666667
29026,district_heating,False,True,4.65,1920.0,False,True,141.53,refurbished,normal,unknown,False,maisonette,68169,4.0,125.3,2.0,False,Mannheim,35.3825
223799,self_contained_central_heating,False,False,3.19,1965.0,False,False,62.8,well_kept,normal,unknown,False,roof_storey,58239,2.0,156.4,2.0,False,Unna_Kreis,31.4
21938,unknown,False,False,-0.2,1911.0,False,False,56.38,unknown,unknown,unknown,False,apartment,9131,2.0,90.0,2.0,False,Chemnitz,28.19
137827,gas_heating,False,False,3.69,1978.0,True,False,39.0,first_time_use_after_refurbishment,sophisticated,no,False,ground_floor,65779,2.0,146.0,1.0,False,Main_Taunus_Kreis,19.5
130752,central_heating,False,False,5.8,1900.0,False,True,119.3,mint_condition,sophisticated,negotiable,False,roof_storey,63076,5.0,137.2,3.0,False,Offenbach_am_Main,23.86
6767,district_heating,True,True,3.74,2018.0,False,True,76.0,mint_condition,sophisticated,unknown,True,apartment,52064,3.0,51.0,3.0,True,Aachen,25.333333333333332
30997,central_heating,False,True,6.07,1985.0,True,True,72.46,well_kept,normal,negotiable,False,apartment,13597,3.0,115.8,2.0,False,Berlin,24.153333333333332
87097,central_heating,False,True,3.2,1962.0,False,True,55.55,well_kept,normal,negotiable,False,apartment,3149,3.0,105.81,3.0,False,Spree_Neiße_Kreis,18.516666666666666
74533,central_heating,False,True,2.17,1970.0,False,True,50.5,unknown,unknown,unknown,True,apartment,1219,2.0,101.0,2.0,False,Dresden,25.25
185190,district_heating,False,True,2.04,1981.0,False,False,74.1,unknown,normal,unknown,False,apartment,4205,4.0,76.4,4.0,False,Leipzig,18.525
100425,central_heating,False,True,3.23,1997.0,True,False,30.0,well_kept,unknown,negotiable,True,apartment,7749,1.0,82.9,2.0,False,Jena,30.0
11963,central_heating,True,True,6.03,2018.0,False,True,82.02,first_time_use,sophisticated,negotiable,True,apartment,81379,3.0,61.8,3.0,False,München,27.34
72095,central_heating,False,True,2.04,1998.0,False,True,68.68,well_kept,normal,negotiable,False,ground_floor,9131,2.5,107.0,0.0,False,Chemnitz,27.472
33778,central_heating,False,False,1.67,1990.0,False,True,39.34,well_kept,unknown,negotiable,False,apartment,6844,1.0,89.6,1.0,True,Dessau_Roßlau,39.34
214110,central_heating,False,False,2.14,1907.0,False,True,82.29,well_kept,sophisticated,negotiable,False,apartment,58256,3.5,136.0,2.0,False,Ennepe_Ruhr_Kreis,23.511428571428574
133784,central_heating,False,True,9.64,1988.0,True,True,61.81,well_kept,unknown,unknown,False,apartment,13407,2.0,120.0,2.0,False,Berlin,30.905
2003,night_storage_heater,False,False,1.79,1978.0,False,True,68.5,well_kept,normal,no,False,apartment,18317,3.0,84.8,2.0,False,Nordvorpommern_Kreis,22.833333333333332
91773,district_heating,False,True,0.35,1970.0,False,True,72.03,refurbished,unknown,unknown,False,apartment,17034,3.0,72.1,5.0,False,Neubrandenburg,24.01
248494,oil_heating,False,True,3.03,1973.0,False,True,90.0,well_kept,normal,unknown,True,apartment,66119,3.0,137.8,1.0,False,Stadtverband_Saarbrücken_Kreis,30.0
111301,central_heating,False,True,2.65,1977.0,False,False,45.0,unknown,unknown,no,False,half_basement,79576,1.0,103.0,-1.0,False,Lörrach_Kreis,45.0
116957,central_heating,False,True,3.28,1994.0,False,False,58.98,unknown,unknown,unknown,False,roof_storey,42107,2.0,122.0,4.0,False,Wuppertal,29.49
67455,central_heating,False,True,5.41,1961.0,False,False,90.0,first_time_use_after_refurbishment,sophisticated,negotiable,False,apartment,82256,3.0,134.0,1.0,True,Fürstenfeldbruck_Kreis,30.0
67069,unknown,False,False,3.16,1980.0,False,True,70.0,well_kept,normal,negotiable,False,apartment,45470,2.0,198.0,2.0,False,Mülheim_an_der_Ruhr,35.0
6649,central_heating,False,True,2.12,1989.0,False,True,67.35,refurbished,unknown,unknown,False,raised_ground_floor,38820,3.0,84.0,1.0,False,Harz_Kreis,22.45
213670,central_heating,False,True,4.21,1964.0,False,True,118.0,first_time_use_after_refurbishment,unknown,no,False,apartment,68723,5.0,244.0,2.0,False,Rhein_Neckar_Kreis,23.6
140126,central_heating,False,True,4.26,1975.0,False,False,81.0,well_kept,unknown,unknown,False,apartment,64546,3.0,161.0,2.0,False,Groß_Gerau_Kreis,27.0
190741,central_heating,False,True,2.24,1951.0,False,True,44.42,unknown,unknown,unknown,False,apartment,45881,2.0,225.0,2.0,False,Gelsenkirchen,22.21
183146,central_heating,False,True,2.82,1924.0,True,True,90.0,well_kept,normal,unknown,False,apartment,52078,2.5,162.1,1.0,False,Aachen,36.0
227911,district_heating,False,True,7.78,1980.0,True,True,60.0,well_kept,unknown,unknown,True,apartment,10551,2.0,100.0,3.0,False,Berlin,30.0
195170,floor_heating,False,True,4.2,2016.0,False,False,125.0,mint_condition,sophisticated,unknown,True,unknown,53721,3.0,28.0,4.0,False,Rhein_Sieg_Kreis,41.666666666666664
207655,floor_heating,True,False,7.15,2019.0,False,False,109.78,first_time_use,unknown,no,True,apartment,74072,4.0,46.0,2.0,False,Heilbronn,27.445
267969,central_heating,False,True,3.23,1900.0,True,True,68.0,well_kept,unknown,unknown,False,apartment,45549,2.0,128.0,1.0,False,Ennepe_Ruhr_Kreis,34.0
105127,central_heating,False,True,0.36,1920.0,False,True,69.0,unknown,unknown,negotiable,False,apartment,9116,3.0,74.0,2.0,True,Chemnitz,23.0
7011,central_heating,False,False,0.97,1920.0,False,False,63.0,refurbished,normal,negotiable,False,apartment,9456,2.0,144.9,1.0,True,Erzgebirgskreis,31.5
218227,central_heating,False,False,2.61,1952.0,False,True,53.96,unknown,normal,negotiable,False,apartment,47226,2.5,113.0,3.0,False,Duisburg,21.584
64861,district_heating,False,True,2.28,1986.0,False,False,65.0,unknown,normal,unknown,False,unknown,18146,3.0,64.0,2.0,False,Rostock,21.666666666666668
51981,unknown,False,False,2.71,1968.0,False,True,60.1,unknown,unknown,negotiable,False,other,17192,3.0,123.0,2.0,False,Müritz_Kreis,20.033333333333335
126585,central_heating,False,True,4.09,1966.0,True,True,96.75,well_kept,sophisticated,negotiable,False,apartment,40629,2.0,198.0,1.0,True,Düsseldorf,48.375
215981,central_heating,False,True,3.09,1972.0,False,True,81.32,unknown,unknown,unknown,True,apartment,58636,3.0,137.0,10.0,False,Märkischer_Kreis,27.106666666666666
254917,central_heating,False,True,4.48,1972.0,False,True,86.81,unknown,unknown,unknown,False,apartment,24109,4.0,131.0,1.0,False,Kiel,21.7025
61660,central_heating,False,False,3.57,1936.0,True,False,87.0,refurbished,unknown,unknown,False,unknown,14913,3.0,115.8,3.0,False,Teltow_Fläming_Kreis,29.0
102361,central_heating,False,False,3.13,1914.0,False,True,102.0,well_kept,normal,unknown,False,roof_storey,41236,2.0,233.0,4.0,False,Mönchengladbach,51.0
135324,district_heating,False,False,3.77,1910.0,False,False,52.0,well_kept,sophisticated,unknown,False,apartment,47169,2.0,265.0,2.0,False,Duisburg,26.0
264850,district_heating,False,True,3.44,1959.0,True,True,77.5,modernized,sophisticated,no,True,roof_storey,24116,2.0,138.0,5.0,True,Kiel,38.75
53566,gas_heating,False,False,4.59,1995.0,False,True,70.0,first_time_use_after_refurbishment,sophisticated,no,False,roof_storey,56727,3.0,105.0,2.0,False,Mayen_Koblenz_Kreis,23.333333333333332
209354,central_heating,False,True,0.68,1996.0,True,True,55.45,first_time_use_after_refurbishment,sophisticated,negotiable,False,apartment,6198,3.0,66.0,2.0,False,Saalekreis,18.483333333333334
14881,self_contained_central_heating,False,False,7.69,1951.0,False,True,49.62,unknown,unknown,unknown,False,apartment,94032,2.0,295.0,2.0,False,Passau,24.81
250617,central_heating,False,True,2.87,1991.0,False,False,96.0,mint_condition,unknown,unknown,False,unknown,59557,4.0,87.0,0.0,False,Soest_Kreis,24.0
136191,unknown,False,False,2.67,1996.0,False,False,90.0,unknown,normal,unknown,False,apartment,45476,4.0,114.0,1.0,False,Mülheim_an_der_Ruhr,22.5
116156,central_heating,False,False,1.93,1930.0,False,True,55.3,fully_renovated,normal,negotiable,False,other,2625,2.0,200.0,3.0,False,Bautzen_Kreis,27.65
92309,unknown,False,True,5.36,2010.0,True,False,26.0,unknown,unknown,unknown,False,unknown,4317,1.0,54.7,4.0,False,Leipzig,26.0
