,heatingType,newlyConst,balcony,pricetrend,yearConstructed,hasKitchen,cellar,livingSpace,condition,interiorQual,petsAllowed,lift,typeOfFlat,geo_plz,noRooms,thermalChar,floor,garden,city,SizePerRoom
110823,unknown,False,True,1.66,1961.0,False,True,66.38,unknown,unknown,unknown,False,unknown,58089,3.0,142.7,4.0,False,Hagen,22.126666666666665
213044,central_heating,False,False,8.28,1902.0,False,False,55.0,well_kept,normal,unknown,False,apartment,10553,2.0,120.0,3.0,False,Berlin,27.5
184265,central_heating,False,False,4.47,1890.0,False,False,29.0,modernized,normal,unknown,False,apartment,68159,2.0,143.9,4.0,False,Mannheim,14.5
204639,district_heating,False,True,4.0,1974.0,True,True,116.0,modernized,sophisticated,negotiable,True,apartment,41460,4.0,164.0,13.0,False,Neuss_Rhein_Kreis,29.0
160598,central_heating,False,False,2.97,1991.0,False,True,39.12,fully_renovated,normal,negotiable,False,ground_floor,1896,2.0,126.0,0.0,True,Bautzen_Kreis,19.56
53077,central_heating,False,False,3.23,1995.0,False,True,75.09,unknown,simple,negotiable,False,apartment,46147,3.0,123.0,1.0,False,Oberhausen,25.03
24652,self_contained_central_heating,False,True,4.61,1956.0,False,True,50.0,well_kept,normal,no,False,unknown,90459,2.0,182.8,1.0,False,Nürnberg,25.0
59701,unknown,False,False,1.93,1922.0,False,False,64.32,unknown,unknown,unknown,False,unknown,2625,3.0,134.3,3.0,False,Bautzen_Kreis,21.439999999999998
8897,central_heating,False,False,2.99,1954.0,False,True,45.0,well_kept,normal,negotiable,False,apartment,44263,2.0,161.5,2.0,True,Dortmund,22.5
23068,central_heating,False,True,6.11,1979.0,False,False,21.47,well_kept,normal,unknown,False,terraced_flat,94036,1.0,194.0,4.0,False,Passau,21.47
162290,unknown,False,True,1.75,1962.0,False,True,57.7,refurbished,normal,unknown,False,unknown,1917,3.0,82.0,2.0,True,Bautzen_Kreis,19.233333333333334
182211,central_heating,False,True,0.31,1995.0,False,True,60.72,modernized,normal,negotiable,False,apartment,6886,3.0,128.0,2.0,False,Wittenberg_Kreis,20.24
12476,gas_heating,False,True,0.0,1995.0,False,True,43.83,well_kept,normal,negotiable,True,apartment,18356,1.0,133.5,1.0,False,Nordvorpommern_Kreis,43.83
260170,central_heating,False,False,2.35,1952.0,False,True,71.79,unknown,unknown,unknown,False,apartment,52066,3.0,166.0,2.0,False,Aachen,23.930000000000003
118525,central_heating,False,False,2.76,1960.0,False,True,57.0,refurbished,normal,negotiable,False,apartment,4552,3.0,186.0,2.0,True,Leipzig_Kreis,19.0
164561,central_heating,False,False,4.38,1913.0,False,False,79.0,mint_condition,unknown,unknown,True,apartment,4317,2.0,72.6,1.0,False,Leipzig,39.5
92401,district_heating,False,True,3.57,1975.0,False,False,63.17,mint_condition,unknown,unknown,False,apartment,19061,2.0,43.0,4.0,False,Schwerin,31.585
32458,central_heating,False,True,1.89,1904.0,False,True,78.0,refurbished,normal,unknown,False,maisonette,7548,2.5,124.6,3.0,False,Gera,31.2
198331,central_heating,False,False,4.0,1983.0,True,True,87.0,refurbished,normal,no,True,apartment,41460,3.0,156.8,3.0,False,Neuss_Rhein_Kreis,29.0
123721,floor_heating,False,True,3.83,1965.0,True,True,135.0,mint_condition,sophisticated,negotiable,False,roof_storey,45219,4.0,76.0,3.0,True,Essen,33.75
75460,gas_heating,False,True,3.21,1965.0,False,False,68.94,modernized,unknown,unknown,False,unknown,45149,3.0,112.2,3.0,False,Essen,22.98
49841,district_heating,False,True,0.0,1957.0,False,True,65.0,refurbished,normal,negotiable,False,apartment,9117,3.0,103.0,0.0,True,Chemnitz,21.666666666666668
140123,central_heating,False,False,5.7,1968.0,False,False,75.0,unknown,unknown,negotiable,False,unknown,90403,3.0,256.0,2.0,False,Nürnberg,25.0
7911,central_heating,False,False,1.35,1935.0,False,False,58.54,modernized,normal,unknown,False,other,6618,2.0,96.8,1.0,False,Burgenlandkreis,29.27
7762,self_contained_central_heating,False,True,2.97,1950.0,False,True,75.0,fully_renovated,normal,no,False,apartment,41236,3.0,64.3,3.0,False,Mönchengladbach,25.0
223534,district_heating,False,True,3.25,1940.0,True,True,61.91,refurbished,unknown,unknown,False,ground_floor,14770,2.0,94.0,0.0,False,Brandenburg_an_der_Havel,30.955
163504,central_heating,True,True,8.75,2018.0,False,True,76.0,first_time_use,luxury,negotiable,True,ground_floor,10115,2.0,79.29,0.0,False,Berlin,38.0
85716,central_heating,False,False,2.18,1930.0,False,True,50.0,fully_renovated,unknown,unknown,False,apartment,7545,2.0,227.5,2.0,False,Gera,25.0
171339,central_heating,False,True,3.17,1992.0,False,False,70.59,fully_renovated,normal,no,True,unknown,46535,3.0,112.7,4.0,False,Wesel_Kreis,23.53
76751,unknown,False,True,0.79,1960.0,False,True,59.52,well_kept,normal,negotiable,True,apartment,38444,2.0,167.2,6.0,False,Wolfsburg,29.76
240880,central_heating,False,True,5.16,1960.0,True,False,100.0,well_kept,normal,no,False,roof_storey,69120,4.0,169.0,2.0,True,Heidelberg,25.0
220739,central_heating,False,True,2.19,1996.0,False,True,55.1,unknown,normal,unknown,False,roof_storey,1157,2.0,100.0,2.0,False,Dresden,27.55
70479,central_heating,False,True,2.74,1971.0,False,True,48.35,unknown,unknown,unknown,False,apartment,1237,2.0,96.0,4.0,False,Dresden,24.175
150273,gas_heating,False,True,4.64,1990.0,False,True,51.0,first_time_use_after_refurbishment,normal,negotiable,False,maisonette,69469,2.0,114.0,2.0,True,Rhein_Neckar_Kreis,25.5
68688,heat_pump,True,True,2.97,2018.0,False,True,101.0,mint_condition,unknown,unknown,True,ground_floor,51399,4.0,14.3,0.0,True,Rheinisch_Bergischer_Kreis,25.25
209128,central_heating,False,True,3.58,1963.0,False,True,75.31,unknown,unknown,unknown,False,apartment,44339,4.0,82.0,1.0,False,Dortmund,18.8275
248057,floor_heating,False,True,5.05,2013.0,False,False,83.7,mint_condition,luxury,no,False,roof_storey,56598,3.0,57.7,2.0,False,Neuwied_Kreis,27.900000000000002
50879,district_heating,False,False,4.03,1959.0,True,True,82.0,modernized,sophisticated,negotiable,False,apartment,45138,3.0,79.3,3.0,False,Essen,27.333333333333332
7770,oil_heating,False,True,3.92,1968.0,False,True,62.0,unknown,unknown,unknown,False,apartment,16818,3.0,168.0,3.0,False,Ostprignitz_Ruppin_Kreis,20.666666666666668
91604,central_heating,False,False,0.0,1956.0,False,True,84.6,well_kept,normal,unknown,False,apartment,3044,4.0,115.0,1.0,False,Cottbus,21.15
250318,central_heating,False,True,4.34,1992.0,True,True,197.39,modernized,sophisticated,no,True,penthouse,68165,4.5,137.0,4.0,True,Mannheim,43.864444444444445
69832,district_heating,False,True,-0.89,1978.0,False,False,76.11,modernized,unknown,unknown,False,unknown,17034,4.0,123.3,5.0,False,Neubrandenburg,19.0275
264733,oil_heating,False,True,8.74,1929.0,False,True,176.0,unknown,unknown,unknown,True,apartment,14052,6.0,120.0,1.0,False,Berlin,29.333333333333332
259284,central_heating,False,False,5.36,2017.0,True,False,21.81,unknown,normal,unknown,True,unknown,4317,1.0,65.0,2.0,False,Leipzig,21.81
142477,district_heating,False,False,2.79,1979.0,False,True,80.0,fully_renovated,unknown,yes,False,apartment,47799,3.0,76.0,3.0,False,Krefeld,26.666666666666668
16538,central_heating,False,True,0.74,1900.0,False,False,43.83,modernized,normal,unknown,False,ground_floor,1589,1.0,97.0,0.0,False,Meißen_Kreis,43.83
178889,central_heating,False,True,1.72,1920.0,False,True,79.0,refurbished,unknown,negotiable,False,apartment,39122,3.0,210.0,2.0,False,Magdeburg,26.333333333333332
184879,floor_heating,False,True,0.57,1952.0,False,True,71.0,refurbished,unknown,negotiable,False,unknown,9126,3.0,112.0,1.0,True,Chemnitz,23.666666666666668
158422,district_heating,False,True,0.0,1988.0,False,True,54.8,well_kept,normal,no,False,unknown,9212,2.0,64.0,4.0,False,Zwickau_Kreis,27.4
60983,central_heating,False,True,1.65,1973.0,False,False,66.61,well_kept,unknown,no,False,apartment,6122,4.0,90.0,3.0,False,Halle_Saale,16.6525
18375,central_heating,False,False,0.79,1996.0,False,True,88.21,mint_condition,sophisticated,unknown,False,maisonette,1619,2.5,89.4,1.0,False,Meißen_Kreis,35.284
147978,self_contained_central_heating,False,False,1.67,1956.0,False,True,43.0,unknown,normal,negotiable,False,roof_storey,58256,2.0,127.2,2.0,False,Ennepe_Ruhr_Kreis,21.5
67136,self_contained_central_heating,False,True,5.08,1906.0,True,True,100.0,well_kept,sophisticated,negotiable,False,apartment,31675,3.5,170.9,1.0,True,Schaumburg_Kreis,28.571428571428573
45173,self_contained_central_heating,False,False,1.06,1908.0,False,True,75.0,refurbished,normal,negotiable,False,roof_storey,8340,3.0,270.8,4.0,False,Erzgebirgskreis,25.0
182750,gas_heating,False,True,5.05,1935.0,False,True,50.0,modernized,normal,negotiable,False,raised_ground_floor,51105,2.0,188.7,1.0,True,Köln,25.0
172301,floor_heating,False,True,4.6,1975.0,True,True,63.0,unknown,sophisticated,negotiable,False,terraced_flat,40629,2.0,125.7,0.0,True,Düsseldorf,31.5
56058,district_heating,False,True,3.64,1982.0,False,True,60.73,first_time_use_after_refurbishment,unknown,negotiable,False,unknown,6484,3.0,136.0,4.0,False,Harz_Kreis,20.243333333333332
23097,central_heating,False,True,1.7,1900.0,False,True,75.47,well_kept,normal,negotiable,False,apartment,4600,2.0,108.1,2.0,False,Altenburger_Land_Kreis,37.735
247193,central_heating,False,True,2.8,1978.0,False,True,48.15,refurbished,normal,negotiable,False,apartment,4552,2.0,103.0,5.0,False,Leipzig_Kreis,24.075
125770,central_heating,False,False,3.39,1958.0,False,True,63.0,unknown,unknown,negotiable,False,apartment,19205,3.0,137.0,1.0,False,Nordwestmecklenburg_Kreis,21.0
107533,unknown,False,True,1.52,1977.0,False,True,57.17,unknown,unknown,unknown,False,apartment,8527,3.0,94.0,4.0,False,Plauen,19.05666666666667
48750,central_heating,False,True,4.55,1965.0,True,False,40.0,unknown,unknown,no,False,unknown,90443,1.0,143.0,1.0,False,Nürnberg,40.0
257335,central_heating,False,True,3.25,1977.0,False,True,58.21,unknown,normal,negotiable,False,unknown,14770,3.0,107.0,3.0,False,Brandenburg_an_der_Havel,19.403333333333332
153903,central_heating,False,False,0.0,1912.0,False,False,51.88,fully_renovated,normal,unknown,False,roof_storey,8056,2.0,124.0,4.0,False,Zwickau,25.94
29777,district_heating,False,True,1.93,1980.0,False,False,54.73,refurbished,normal,negotiable,False,apartment,2625,2.0,73.0,3.0,False,Bautzen_Kreis,27.365
214836,central_heating,False,True,3.64,2001.0,False,True,80.0,well_kept,sophisticated,unknown,True,maisonette,45884,3.0,51.16,1.0,False,Gelsenkirchen,26.666666666666668
23210,unknown,False,True,3.44,1910.0,False,True,64.0,unknown,normal,unknown,False,unknown,8626,3.0,159.0,1.0,False,Vogtlandkreis,21.333333333333332
85192,central_heating,False,False,1.66,1865.0,False,False,39.5,first_time_use_after_refurbishment,unknown,negotiable,False,apartment,39112,1.0,78.0,2.0,False,Magdeburg,39.5
17968,central_heating,False,False,1.35,1996.0,False,False,58.04,unknown,unknown,unknown,False,apartment,1156,2.0,101.0,1.0,False,Dresden,29.02
203836,central_heating,False,True,4.07,1972.0,True,True,60.0,well_kept,normal,no,True,apartment,97218,2.0,167.0,8.0,False,Würzburg_Kreis,30.0
37227,central_heating,False,False,0.0,1928.0,False,False,50.51,modernized,normal,negotiable,False,apartment,9131,2.0,72.0,1.0,True,Chemnitz,25.255
193810,central_heating,False,False,2.82,1958.0,False,True,62.47,unknown,unknown,no,False,ground_floor,4838,3.0,76.0,0.0,False,Nordsachsen_Kreis,20.823333333333334
129486,district_heating,False,True,1.89,1996.0,True,True,43.08,fully_renovated,normal,negotiable,True,apartment,14712,2.0,71.9,3.0,False,Havelland_Kreis,21.54
164680,self_contained_central_heating,False,False,2.34,1936.0,False,True,50.0,unknown,unknown,negotiable,False,raised_ground_floor,58511,2.0,196.0,0.0,True,Märkischer_Kreis,25.0
201383,central_heating,False,False,0.17,1993.0,False,True,33.34,refurbished,normal,negotiable,False,apartment,99734,1.0,215.0,3.0,False,Nordhausen_Kreis,33.34
99489,central_heating,False,True,7.16,1965.0,False,True,61.5,unknown,unknown,unknown,False,apartment,10315,3.0,127.0,3.0,False,Berlin,20.5
205438,central_heating,False,True,1.96,1961.0,False,True,60.0,well_kept,normal,no,True,apartment,58708,2.0,171.0,1.0,False,Märkischer_Kreis,30.0
203106,central_heating,False,False,4.05,1961.0,True,False,68.74,well_kept,unknown,no,True,apartment,25336,2.5,132.4,12.0,False,Pinneberg_Kreis,27.496
72119,district_heating,False,True,1.8,1984.0,False,True,59.76,negotiable,simple,negotiable,False,apartment,23966,3.0,79.1,1.0,False,Wismar,19.919999999999998
246251,central_heating,False,True,3.33,2000.0,False,True,92.0,refurbished,sophisticated,no,False,apartment,52531,3.0,92.0,1.0,False,Heinsberg_Kreis,30.666666666666668
7763,central_heating,False,False,1.87,2016.0,False,True,60.0,refurbished,sophisticated,negotiable,False,apartment,44651,2.5,141.1,1.0,False,Herne,24.0
151465,central_heating,False,True,0.74,1966.0,False,True,48.94,refurbished,unknown,unknown,False,unknown,1589,2.0,98.0,3.0,False,Meißen_Kreis,24.47
190114,unknown,False,True,1.54,2012.0,True,False,92.0,unknown,unknown,no,False,unknown,79639,3.0,37.0,1.0,False,Lörrach_Kreis,30.666666666666668
206737,unknown,False,True,1.28,1983.0,False,True,49.5,well_kept,normal,unknown,False,apartment,1169,2.0,98.0,4.0,False,Dresden,24.75
200661,central_heating,False,False,1.51,1955.0,False,False,50.0,well_kept,normal,unknown,False,apartment,39393,2.0,91.8,1.0,False,Börde_Kreis,25.0
169762,central_heating,False,True,3.28,2001.0,False,True,61.84,mint_condition,normal,negotiable,True,apartment,45326,2.5,60.0,5.0,False,Essen,24.736
50479,central_heating,False,True,-0.18,1956.0,False,True,115.87,refurbished,unknown,unknown,False,apartment,6217,6.0,144.5,2.0,False,Saalekreis,19.311666666666667
176912,self_contained_central_heating,False,True,0.0,1905.0,False,True,85.0,well_kept,normal,unknown,False,apartment,9112,3.0,96.44,1.0,False,Chemnitz,28.333333333333332
250603,district_heating,False,True,1.69,1964.0,False,True,58.82,refurbished,normal,negotiable,False,apartment,6749,3.0,64.4,4.0,False,Anhalt_Bitterfeld_Kreis,19.606666666666666
150289,central_heating,False,True,6.2,1959.0,True,True,157.2,refurbished,luxury,unknown,True,roof_storey,10707,4.0,109.7,6.0,False,Berlin,39.3
89804,floor_heating,True,True,-0.96,2019.0,False,False,96.2,first_time_use,sophisticated,negotiable,True,apartment,3046,3.0,49.0,1.0,False,Cottbus,32.06666666666667
112628,central_heating,False,True,0.54,1961.0,False,False,59.89,refurbished,normal,negotiable,False,unknown,9112,3.0,79.0,3.0,False,Chemnitz,19.963333333333335
102900,central_heating,False,False,3.57,1960.0,False,True,57.83,refurbished,normal,negotiable,False,apartment,4552,2.5,97.9,2.0,False,Leipzig_Kreis,23.131999999999998
137116,central_heating,False,False,0.61,1906.0,True,False,43.8,modernized,sophisticated,unknown,False,roof_storey,6729,2.0,135.1,2.0,False,Burgenlandkreis,21.9
16611,district_heating,False,True,3.13,1960.0,False,True,66.76,well_kept,normal,negotiable,True,apartment,47829,3.0,139.5,2.0,False,Krefeld,22.253333333333334
174820,central_heating,False,True,3.08,2000.0,False,True,74.12,mint_condition,sophisticated,negotiable,True,ground_floor,41069,3.0,112.3,0.0,False,Mönchengladbach,24.706666666666667
3138,central_heating,False,True,4.16,1973.0,False,True,87.0,modernized,sophisticated,negotiable,False,apartment,41462,3.0,142.0,1.0,False,Neuss_Rhein_Kreis,29.0
66203,unknown,False,True,3.13,1959.0,False,True,48.94,unknown,unknown,unknown,False,unknown,6130,2.0,106.43,0.0,False,Halle_Saale,24.47
256439,central_heating,False,True,0.0,1928.0,True,True,43.6,refurbished,unknown,negotiable,False,unknown,9127,2.0,115.4,1.0,True,Chemnitz,21.8
80023,central_heating,False,False,1.64,1955.0,True,True,57.97,refurbished,unknown,unknown,False,apartment,6217,2.0,97.0,3.0,False,Saalekreis,28.985
34056,central_heating,False,True,3.66,1971.0,False,False,39.13,unknown,unknown,unknown,True,apartment,45128,1.5,220.0,4.0,False,Essen,26.08666666666667
264865,central_heating,False,True,2.68,1975.0,False,True,57.0,refurbished,unknown,unknown,True,unknown,2943,2.0,74.4,2.0,False,Görlitz_Kreis,28.5
214197,central_heating,False,True,3.8,1997.0,False,True,54.22,refurbished,normal,negotiable,False,roof_storey,4207,2.0,103.0,3.0,False,Leipzig,27.11
184150,central_heating,False,False,0.94,1978.0,False,False,45.0,refurbished,unknown,unknown,False,ground_floor,23968,2.0,115.75,1.0,False,Nordwestmecklenburg_Kreis,22.5
237933,central_heating,False,False,1.73,1998.0,False,True,57.63,well_kept,normal,no,False,apartment,38855,2.0,111.8,2.0,False,Harz_Kreis,28.815
47372,central_heating,False,True,8.24,1985.0,True,False,98.0,well_kept,normal,unknown,True,apartment,13051,3.0,80.0,8.0,False,Berlin,32.666666666666664
148048,central_heating,False,True,1.69,1994.0,True,True,43.0,well_kept,normal,negotiable,False,roof_storey,39175,1.0,102.0,3.0,False,Jerichower_Land_Kreis,43.0
79131,central_heating,True,True,2.72,2019.0,False,True,48.6,unknown,sophisticated,yes,True,apartment,1097,2.0,52.5,2.0,True,Dresden,24.3
218424,district_heating,False,True,3.0,1967.0,False,True,72.36,fully_renovated,normal,negotiable,False,ground_floor,90471,3.0,84.0,0.0,False,Nürnberg,24.12
234045,district_heating,False,True,7.79,1966.0,True,True,74.8,first_time_use_after_refurbishment,sophisticated,no,True,apartment,81927,3.0,105.0,6.0,False,München,24.933333333333334
211762,central_heating,False,True,0.96,1900.0,True,False,80.0,well_kept,normal,negotiable,False,other,9322,2.0,100.0,1.0,False,Mittelsachsen_Kreis,40.0
268250,district_heating,False,True,8.7,1968.0,False,False,76.0,modernized,normal,negotiable,False,raised_ground_floor,13469,3.0,110.1,0.0,False,Berlin,25.333333333333332
148293,heat_pump,True,True,4.19,2019.0,True,True,51.81,first_time_use,sophisticated,no,False,roof_storey,84079,2.0,15.8,2.0,False,Landshut_Kreis,25.905
198093,central_heating,False,True,5.75,1999.0,True,True,75.83,well_kept,normal,no,False,apartment,72793,3.0,128.0,1.0,False,Reutlingen_Kreis,25.276666666666667
159779,gas_heating,False,True,3.19,1900.0,False,False,55.53,unknown,unknown,unknown,True,unknown,16225,2.0,99.0,2.0,False,Barnim_Kreis,27.765
156482,floor_heating,False,True,4.23,2018.0,False,True,133.78,first_time_use,unknown,negotiable,True,penthouse,4317,3.0,46.0,6.0,False,Leipzig,44.593333333333334
39214,floor_heating,True,True,4.35,2018.0,False,False,82.0,first_time_use,sophisticated,no,False,apartment,67433,2.0,41.0,0.0,False,Neustadt_an_der_Weinstraße,41.0
246033,unknown,False,True,3.52,1988.0,False,True,62.5,unknown,normal,unknown,False,apartment,4157,3.0,84.0,3.0,False,Leipzig,20.833333333333332
227798,central_heating,False,False,-2.38,1987.0,False,True,52.85,unknown,unknown,unknown,False,apartment,17094,1.0,91.2,3.0,False,Mecklenburg_Strelitz_Kreis,52.85
239764,central_heating,False,True,3.66,1957.0,False,True,57.56,unknown,unknown,unknown,False,apartment,45327,3.0,192.0,2.0,False,Essen,19.186666666666667
20860,central_heating,False,False,4.35,1910.0,True,True,67.1,refurbished,normal,negotiable,False,apartment,4155,2.0,139.0,1.0,True,Leipzig,33.55
140769,central_heating,False,False,3.95,1967.0,False,True,60.0,fully_renovated,unknown,negotiable,False,roof_storey,41462,3.0,142.3,3.0,False,Neuss_Rhein_Kreis,20.0
71917,central_heating,False,False,2.44,1954.0,False,True,73.97,unknown,normal,negotiable,False,apartment,47226,3.0,125.4,3.0,True,Duisburg,24.656666666666666
248644,self_contained_central_heating,False,True,5.28,1960.0,True,True,115.0,fully_renovated,sophisticated,unknown,False,maisonette,31134,5.0,114.6,3.0,False,Hildesheim_Kreis,23.0
181771,district_heating,False,True,0.74,1961.0,False,True,51.53,refurbished,unknown,unknown,False,unknown,1591,2.0,62.0,0.0,False,Meißen_Kreis,25.765
263393,central_heating,False,True,1.85,1986.0,False,True,64.0,well_kept,unknown,no,False,apartment,7545,3.0,113.6,2.0,False,Gera,21.333333333333332
55585,central_heating,False,True,0.74,1906.0,True,True,53.24,refurbished,normal,no,True,apartment,1587,2.0,139.8,1.0,False,Meißen_Kreis,26.62
242910,central_heating,False,True,3.9,1985.0,False,False,62.0,modernized,unknown,unknown,False,apartment,30655,2.0,122.0,3.0,False,Hannover,31.0
59476,district_heating,False,True,2.4,1970.0,False,True,60.77,first_time_use_after_refurbishment,sophisticated,negotiable,False,apartment,6132,3.0,104.0,3.0,False,Halle_Saale,20.256666666666668
5972,district_heating,False,True,2.37,1986.0,False,False,33.51,modernized,unknown,negotiable,False,other,39114,1.0,79.6,5.0,False,Magdeburg,33.51
151832,central_heating,False,True,7.35,1895.0,True,True,51.0,first_time_use_after_refurbishment,luxury,negotiable,True,raised_ground_floor,10365,2.0,54.5,0.0,True,Berlin,25.5
171660,unknown,False,False,1.9,1836.0,True,False,55.02,refurbished,normal,unknown,False,unknown,1109,2.0,101.73,1.0,False,Dresden,27.51
98832,central_heating,False,True,4.01,1976.0,False,True,51.96,unknown,simple,unknown,True,apartment,40699,1.0,110.0,2.0,False,Mettmann_Kreis,51.96
128043,central_heating,False,False,2.08,1900.0,True,False,34.0,well_kept,unknown,negotiable,False,apartment,39114,2.0,121.0,3.0,False,Magdeburg,17.0
70192,central_heating,False,False,5.81,1956.0,True,False,72.0,unknown,unknown,no,False,unknown,90475,2.0,75.0,2.0,False,Nürnberg,36.0
243096,district_heating,False,True,1.61,1978.0,False,True,64.28,modernized,unknown,unknown,True,apartment,1239,3.0,99.9,1.0,False,Dresden,21.426666666666666
107071,central_heating,False,True,4.24,1970.0,True,True,70.46,well_kept,normal,no,True,unknown,83209,2.0,153.21,3.0,True,Rosenheim_Kreis,35.23
41702,unknown,False,True,3.07,2012.0,False,True,115.0,mint_condition,sophisticated,no,False,apartment,44265,4.0,65.0,1.0,False,Dortmund,28.75
221760,central_heating,False,True,0.17,1980.0,False,False,52.7,first_time_use,unknown,negotiable,False,other,99752,2.0,86.0,1.0,False,Nordhausen_Kreis,26.35
78406,central_heating,False,False,3.54,1900.0,False,True,47.0,well_kept,normal,yes,False,ground_floor,58769,2.0,221.7,0.0,True,Märkischer_Kreis,23.5
232042,central_heating,False,False,2.81,1959.0,False,True,52.0,well_kept,unknown,no,False,apartment,47228,2.0,107.0,2.0,False,Duisburg,26.0
164902,central_heating,False,False,1.35,1995.0,False,True,76.95,first_time_use_after_refurbishment,normal,negotiable,False,ground_floor,1157,3.0,142.2,0.0,True,Dresden,25.650000000000002
236907,district_heating,False,False,3.39,1969.0,False,True,54.38,first_time_use_after_refurbishment,unknown,negotiable,False,apartment,19057,3.0,60.0,1.0,False,Schwerin,18.12666666666667
200409,central_heating,False,True,6.06,1996.0,False,True,61.16,well_kept,unknown,negotiable,True,apartment,4177,2.0,76.7,4.0,False,Leipzig,30.58
200793,central_heating,False,True,5.71,1993.0,False,True,47.0,well_kept,normal,no,False,roof_storey,78727,3.0,107.0,3.0,True,Rottweil_Kreis,15.666666666666666
232402,gas_heating,False,True,0.0,1860.0,False,False,93.0,well_kept,sophisticated,negotiable,False,apartment,38126,3.0,108.0,0.0,True,Braunschweig,31.0
174718,gas_heating,False,True,3.56,1959.0,False,True,70.67,well_kept,normal,negotiable,False,apartment,41061,3.0,143.9,1.0,False,Mönchengladbach,23.55666666666667
232229,central_heating,False,False,7.59,1928.0,True,False,99.0,well_kept,normal,negotiable,False,apartment,16567,3.0,146.5,1.0,False,Oberhavel_Kreis,33.0
17238,central_heating,False,True,1.69,1963.0,False,True,49.67,modernized,normal,negotiable,True,apartment,46483,2.0,161.4,5.0,True,Wesel_Kreis,24.835
70464,unknown,False,True,0.17,1980.0,False,False,59.35,unknown,unknown,unknown,False,unknown,99734,3.0,95.0,3.0,False,Nordhausen_Kreis,19.783333333333335
253920,unknown,False,True,1.1,1972.0,False,True,57.31,unknown,unknown,unknown,False,unknown,6122,3.0,76.0,2.0,False,Halle_Saale,19.103333333333335
254575,central_heating,False,True,1.72,1935.0,False,True,41.2,well_kept,normal,unknown,False,apartment,1662,1.0,108.7,2.0,False,Meißen_Kreis,41.2
160289,district_heating,False,True,3.57,1988.0,False,True,69.0,fully_renovated,normal,negotiable,False,unknown,15306,4.0,85.3,3.0,False,Märkisch_Oderland_Kreis,17.25
247536,floor_heating,True,True,5.59,2018.0,False,True,69.89,first_time_use_after_refurbishment,sophisticated,negotiable,True,raised_ground_floor,4109,2.0,112.0,0.0,True,Leipzig,34.945
82654,central_heating,False,False,1.74,1980.0,False,True,58.17,first_time_use_after_refurbishment,normal,yes,False,apartment,4680,3.0,124.0,3.0,False,Leipzig_Kreis,19.39
117036,central_heating,False,True,3.69,1997.0,True,True,150.0,well_kept,sophisticated,unknown,True,penthouse,65779,3.0,176.6,4.0,True,Main_Taunus_Kreis,50.0
233062,district_heating,False,False,3.09,1951.0,False,False,50.0,well_kept,unknown,unknown,False,apartment,47198,3.0,124.47,2.0,False,Duisburg,16.666666666666668
93182,gas_heating,False,True,3.11,2017.0,False,False,73.7,mint_condition,sophisticated,no,False,ground_floor,47623,2.0,45.6,0.0,True,Kleve_Kreis,36.85
221004,central_heating,False,True,3.18,1973.0,True,False,97.0,first_time_use_after_refurbishment,sophisticated,unknown,True,penthouse,49808,2.0,112.0,12.0,False,Emsland_Kreis,48.5
182626,oil_heating,False,True,4.79,1973.0,False,True,70.0,first_time_use_after_refurbishment,normal,unknown,False,unknown,50858,3.0,148.0,2.0,False,Köln,23.333333333333332
259419,central_heating,False,True,2.52,1970.0,False,True,55.57,unknown,unknown,unknown,False,apartment,28277,2.0,106.0,13.0,False,Bremen,27.785
104229,central_heating,False,True,4.73,2014.0,True,True,145.0,well_kept,normal,no,True,apartment,64646,4.0,119.6,1.0,False,Bergstraße_Kreis,36.25
99212,central_heating,False,True,4.02,1971.0,False,True,32.0,well_kept,normal,unknown,False,roof_storey,40688,1.0,161.0,3.0,False,Neuss_Rhein_Kreis,32.0
81570,central_heating,False,False,0.4,1997.0,False,True,55.0,modernized,normal,negotiable,False,roof_storey,9557,2.0,132.0,3.0,True,Mittelsachsen_Kreis,27.5
221617,district_heating,False,True,8.62,1985.0,False,True,35.69,modernized,unknown,unknown,True,apartment,12627,1.0,83.3,3.0,False,Berlin,35.69
64778,central_heating,False,True,3.25,1954.0,False,True,67.4,unknown,unknown,unknown,False,apartment,34117,4.0,71.0,3.0,False,Kassel,16.85
94981,unknown,False,False,1.38,1965.0,False,False,60.57,unknown,unknown,unknown,False,unknown,6242,3.0,100.6,3.0,False,Saalekreis,20.19
126482,central_heating,False,False,1.75,1998.0,False,False,34.0,well_kept,normal,no,False,roof_storey,1917,2.0,105.0,3.0,True,Bautzen_Kreis,17.0
48102,central_heating,False,True,3.35,1967.0,False,False,57.69,fully_renovated,unknown,unknown,True,apartment,6124,3.0,105.0,5.0,False,Halle_Saale,19.23
258715,central_heating,False,False,1.37,1982.0,False,True,26.56,fully_renovated,normal,yes,False,apartment,1169,1.0,98.74,3.0,False,Dresden,26.56
144051,central_heating,True,True,3.76,2019.0,False,True,140.48,first_time_use,sophisticated,no,True,apartment,4159,4.0,74.0,2.0,False,Leipzig,35.12
247593,central_heating,False,True,2.6,1994.0,False,True,42.8,well_kept,normal,no,False,ground_floor,99427,2.0,101.4,0.0,False,Weimar,21.4
71209,central_heating,False,True,2.82,1980.0,False,True,54.0,fully_renovated,normal,negotiable,True,apartment,45891,2.5,150.0,3.0,False,Gelsenkirchen,21.6
